id,review_id,review_text,sentiment,difficulty,ambiguous_flag,verified_by,annotator_a,annotator_b,judge_reason,annotated_at,source
sample_a0a7ffa5,41829,"finished book last night. tremendous. seen movie. totally different. book, set rural Vermont, married doctor's Angela David, sick daughter Nikki, find themselves ostracized from community, colleagues, hospital employs after discovering something killing patients hospital. involve insurance company etc. find odd not movie's characters shares name book's characters. Read book, steer clear movie. Joanna Kerns her telemovie best course, supporting cast show enough life make believable, though am not sure hysterics correct places.",-1,2,False,strong_consensus,"{""sentiment"": -1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review clearly states to 'steer clear' of the movie while praising the book, indicating a strong negative sentiment toward the film.""}","{""sentiment"": -1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review explicitly tells the reader to 'steer clear' of the movie, overriding minor positive comments about the acting.""}",,2026-04-08T02:39:02.209754,0
sample_e562e1ba,41831,"Didn't really like movie, seemed pretty anti-climactic. wonder if any other viewers caught this: scene Karl Malone play, there song playing piano background. song ""I Am Thinking Pickaninny Days"" Scott Joplin. Scott Joplin not even born until about 1865, therefore, song probably not even written till least 1890. just tell people that. yeah Goodbye.",-1,2,False,strong_consensus,"{""sentiment"": -1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review expresses a clear dislike for the movie, describing it as anti-climactic, which indicates an unfavorable impression.""}","{""sentiment"": -1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The reviewer explicitly states they 'didn't really like movie,' calling it anti-climactic and pointing out a historical inaccuracy.""}",,2026-04-08T02:39:02.919842,0
sample_47485c55,41834,"reckon Randy Quaid hits nail head quite well here as his frequently boozed-up always bigoted ""Flynn"" finds himself sharing flat ""Bill"" (Eric Stoltz). latter lad erudite dapper young man suffering from earns nothing disdain from his new room-mate. ""Flynn"" isn't without his own demons, though, despite best efforts his long-suffering father (Charles Durning) man his own self-destructive streak. chance can ever even tolerate each other, much less anything else? Well, front it's fairly clear from outset going happen. That's not important here, though. It's almost visceral effort from Quaid raises eyebrows as he really deliver quite remarkably convincing performance as odious inconsiderate man. Stoltz far more understated his ""Bill"" works just as well as parry emotional turmoil emanating from his barely tolerable new companion. Durning Elizabeth Pea also hold fort well as serve as foils excesses decline another, also help restrain more sentimental elements often just bit too close. Though made good ten years after worst hysteria, still shines quite light prevalent levels ignorance thrived even early 1990s; irrational hatred engendered subtle effective use dark humour now again, tells us very human touching story manner as engaging as can exasperating. Quite possibly Quaid's best effort, keep tissues handy.",1,2,False,strong_consensus,"{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review praises Randy Quaid's convincing performance and highlights the film's effective use of dark humor, indicating a favorable overall impression of the movie.""}","{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review strongly praises the lead performances, supporting cast, and the film's engaging and touching storytelling, with only a minor caveat about it being 'exasperating'.""}",,2026-04-08T02:39:05.540834,0
sample_0a3c2b2b,41836,"enjoyment film not depend largely acceptance story crashed alien spacecraft government cover up just not seem want go away. If believe narrative, based upon Kevin Randle's book crash Roswell, will amply rewarded tale adheres closely story, treats subject matter respect. Even if think whole story stuff nonsense, can still enjoy well made, well cast film plenty atmosphere crisp direction. Although made television, Roswell above average production values add greatly overall tone film. Kyle Mclachlan's performance as perplexed Marcel fine some set pieces, especially discovery spacecraft wreckage truly unnerving.",1,2,False,strong_consensus,"{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review highlights the well-made aspects of the film, including production values and performances, indicating an overall favorable impression despite some skepticism about the narrative.""}","{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review explicitly states the film can be enjoyed even by skeptics, praising it as 'well made, well cast' with 'plenty atmosphere crisp direction' and 'above average production values'.""}",,2026-04-08T02:39:06.229205,0
sample_a8b402fa,41835,"Les roseaux sauvages (1994) shown U.S. translated title Wild Reeds. co-written directed Andr Tchin. movie set 1962, just end Algerian War Independence. fully understand enjoy movie, it's helpful know basics. French soldiers still sent Algeria oppose independence. right-wing group Algeria France wanted retain French colonial power. don't see Algeria movie--the action takes place around Toulouse, southern France. film coming-of-age movie four young adults. lodie Bouchez portrays Mat Alvarez, only woman four. Gal Morel Franois Forestier, Stphane Rideau plays Serge Bartolo, Frdric Gorny portrays Henri Mariani. three young men studying boarding school. Mat's mother teaches school. She her daughter both Communists, believe Algerian independence. movie examines few weeks lives. weeks filled self-discovery interaction among four adolescents. Some events profound will change happens future. saw film DVD. would work better large screen, small screen. movie solid IMDb rating 7.4. thought better than rated 8.",1,2,False,strong_consensus,"{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review expresses a favorable impression of the movie, highlighting its themes of self-discovery and the lives of the characters, with a suggestion that it deserves a higher rating.""}","{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The reviewer states the movie has a 'solid IMDb rating' and personally 'thought better than rated 8,' indicating a clear positive opinion.""}",,2026-04-08T02:39:06.229205,0
sample_8633886c,41838,"movie combines true life adventure, heroism, faith, hope, inspiration. Mothers will especially love movie. movie should advertised more should repeated around Mother's Day. enjoyed much looked long time before found book - out print, then rereleased. Based true events, count as classic Jill Eikenberry perfect person play role as mother.",1,2,False,weak_consensus_upgraded,"{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review expresses a favorable impression of the movie, highlighting its inspiring themes and suggesting it should be advertised more, especially for Mother's Day.""}","{""sentiment"": 1, ""difficulty"": 1, ""ambiguous_flag"": false, ""reason"": ""The review uses multiple positive descriptors and explicitly states the reviewer 'enjoyed much,' recommending it as a 'classic.'""}",,2026-04-08T02:39:06.363408,0
sample_cadf9f2f,41827,"Originally cable movie, ROADRACERS offers view 1950s small-town teenagers takes AMERICAN GRAFFITI vibe suffuses anxieties era: monster movies, fear leather-jacket-wearing punks, fear stuck small town forever, fear not attractive. Kevin McCarthy makes brief appearance link back better remembered movies time. Although times seems likely get lost own stylishness, Robert Rodriguez cast talented, young actors, including Salma Hayek, David Arquette, Jason Wiles keep track, showing resentment would explode into 1960s counterculture.",0,2,True,strong_consensus,"{""sentiment"": 0, ""difficulty"": 2, ""ambiguous_flag"": true, ""reason"": ""The review discusses both the stylishness and the thematic elements of the movie, but does not provide a clear overall impression, leading to mixed feelings about its execution.""}","{""sentiment"": 0, ""difficulty"": 2, ""ambiguous_flag"": true, ""reason"": ""The review notes the film's tendency to get lost in its own stylishness, but also praises the talented cast for keeping it on track and effectively conveying thematic elements, presenting substantial pros and cons without a clear dominant side.""}",,2026-04-08T02:39:06.638035,0
sample_a37f6eb6,41824,"Ohhhhhhhhhhhh! movie fans sick men! Lots lots insanity. Hopkins give awesome performance as Kellogg everyone else pretty good job. Hard believe Alan Parker directed this. Lots lots poop, farts, boobies.",0,2,True,strong_consensus,"{""sentiment"": 0, ""difficulty"": 2, ""ambiguous_flag"": true, ""reason"": ""The review expresses appreciation for Anthony Hopkins' performance while also mentioning crude humor, leading to a lack of clear overall sentiment about the movie.""}","{""sentiment"": 0, ""difficulty"": 2, ""ambiguous_flag"": true, ""reason"": ""The review explicitly praises the acting performances but describes the movie's content as 'insanity' and 'sick' with graphic details, creating a mixed impression of the film's overall quality.""}",,2026-04-08T02:39:08.161235,0
sample_7aa3fe3a,41833,"Shakespearean babes, there's only reason see lavish, plenty lacks text, out time like fairy tales produced Hollywood Roaring Thirties, production - Jonathan Firth! He absolutely gorgeous, incredibly lovely. thousand times better his brother - I-don't-know-why-sex symbol Colin. good chance appreciate good underrated English actor.",-1,2,False,supreme_judge,"{""sentiment"": 0, ""difficulty"": 3, ""ambiguous_flag"": true, ""reason"": ""The review expresses admiration for the production and an actor while also implying a lack of substance in the text, leading to unclear overall sentiment about the movie.""}","{""sentiment"": -1, ""difficulty"": 3, ""ambiguous_flag"": false, ""reason"": ""The review criticizes the movie for its text and dated style, explicitly stating that an actor is the 'only reason' to see it, indicating an overall negative view of the film itself.""}","The review criticizes the movie's text and suggests it's out of time, while positive sentiment is directed at Jonathan Firth, not the film itself.",2026-04-08T02:39:08.235439,0
sample_456a5171,41839,"plot about sheltered widowed American woman remarries moves outer reaches Alaska search gold turned into exciting learning growing experience her. She becomes pregnant decides she must move back lower states safety her older son. Her son becomes lost stepfather goes search him, he severely injured earthquake after finding boy can't get back mother. She also severely injured earthquake, pregnant alone until following spring after she delivers her baby alone. story courage survival she learns capable she truly is. movie excellent. acting all great, story realistic, settings beautiful. plot exciting didn't lag. enjoyed movie from beginning end would recommend especially cold winter's eve.",1,2,False,weak_consensus_upgraded,"{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review expresses strong overall approval of the movie, highlighting its excellent story, acting, and settings, and concludes with a clear recommendation.""}","{""sentiment"": 1, ""difficulty"": 1, ""ambiguous_flag"": false, ""reason"": ""The review uses strong positive language like 'excellent,' 'great,' and 'enjoyed,' and explicitly recommends the movie.""}",,2026-04-08T02:39:08.982547,0
sample_19476197,41837,"i'm not sure about other versions incident Roswell already reviewed here. different version exclusive. contains extra alien footage never seen before..be advised.viewers may find contents disturbing!. whole documentary quite interesting fascinated extra footage end. real very very very good hoax. mean fake autopsy alien same time make look pretty genuine. copy 1023. standing Merlin Home Entertnainment. copyrighted Channel Television Corporation. Production Company: Union Pictures/Big World Channel Four Television Producer: John Purdie Director: Tim Shawcross Roswell Incident marketed MASTERvision Limited. Running Time: Min's (approx) E Exempt from classification. can't understand rating considering warning front box 'viewers may find disturbing'. also additional footage supposedly debris taken from crashed spacecraft. particularly liked piece looks like says V D E O it. supposed got word video from. mean Video stand for. guess Vertically, Interlaced, Dynamic Digital, Encoded, O ? O ? earth O stand for. anyone know.",1,3,True,supreme_judge,"{""sentiment"": 0, ""difficulty"": 3, ""ambiguous_flag"": true, ""reason"": ""The review expresses fascination with the extra footage and finds the documentary interesting, but also questions its authenticity and includes warnings about disturbing content, leading to mixed sentiments.""}","{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The reviewer finds the documentary 'quite interesting' and is 'fascinated' by the extra footage, appreciating how well the 'hoax' was presented within the film.""}","The review is complex, discussing various aspects like extra footage and a potential hoax, but ultimately finds the documentary 'quite interesting' and 'fascinated', suggesting a positive sentiment despite ambiguity in interpretation.",2026-04-08T02:39:10.302503,0
sample_beab831c,41843,"saw electronics store priced (new) $20. I'd never heard I'm fairly knowledgeable about movies. like Paul Rudd especially after seeing him Knocked Up LOVED. also like Julie Bowen. like finding quirky movies hidden gems decided take chance. Ho - hum. After minutes say myself, ""ya know, any movie takes minutes set up back story, exposition, really taken too long. Here's whole plot: nothing happens. movies seems nothing excuse showcase collection odd-ball characters (i.e. Roger Corman) cameo roles. formula can work, as It's mad mad mad mad world. minute, made movie, doesn't cut it. Bowen & Rudd brief scene together making cover-art highly misleading. can skip one. Certainly don't pay $20 it.",-1,2,False,strong_consensus,"{""sentiment"": -1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review expresses disappointment with the movie's pacing and plot, stating that 'nothing happens' and recommending to skip it, which indicates a clear negative sentiment.""}","{""sentiment"": -1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review explicitly states 'nothing happens,' that the movie 'doesn't cut it,' and advises to 'skip one.'""}",,2026-04-08T02:39:11.316174,0
sample_13349a1d,41844,"saw once early teens. younger brother could not finish movie. made fun father bringing home first place. only value ""Running Free"" provided us reference judge other bad movies against. ""Running Free"" ""One Paw"" is, view, worst film we'd exposed to. movie look one-hour Sunday afternoon made movie. most expensive scene must bad guys attack Paw kid grenades from helicopter. Why throw grenades wolverine from helicopter? Why not shoot trap it? Poor. not rent film. Hopefully just reading idle curiosity not because fan ""Running Free"".",-1,2,False,weak_consensus_upgraded,"{""sentiment"": -1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review clearly expresses a negative impression of the movie, describing it as the worst film they have been exposed to and discouraging others from renting it.""}","{""sentiment"": -1, ""difficulty"": 1, ""ambiguous_flag"": false, ""reason"": ""The review explicitly states the movie is the 'worst film' and advises against renting it, using clear negative language.""}",,2026-04-08T02:39:11.866157,0
sample_ff16d86f,41841,"accidentally started watching film television, didn't catch all first, renting video, found myself watching original feature version, from radically departs. original gritty, stilted somewhat tragic, remake funny, heartwarming, amusing definite twist fifties teen caper. film way expects fifties teen caper be, from viewpoint modern audience brought up Grease American Graffiti.. fun endearing. original seems far too serious, adult tense watchable younger audience today, some ways much less believable, despite distinctly far-fetched ending modern production. Don't watch expecting faithful remake, watch because it's lovely little tale supposedly more innocent times past.",1,2,False,supreme_judge,"{""sentiment"": 0, ""difficulty"": 2, ""ambiguous_flag"": true, ""reason"": ""The review contains both positive and negative sentiments about the film, praising its fun and endearing qualities while also criticizing the departure from the original's tone, leading to no clear dominant sentiment.""}","{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review praises the remake as 'funny, heartwarming, amusing' and 'fun endearing,' explicitly recommending it as a 'lovely little tale' while criticizing the original.""}","The review describes the movie as fun, endearing, and heartwarming, with a positive recommendation to watch it for its charm.",2026-04-08T02:39:11.964722,0
sample_088d797f,41845,"No, ""Running free"" (""One Paw"") isn't best movie ever made. really liked it, however. It's fine piece family entertainment. Yes, some plot bit silly side. However, think balance, movie works intended be. think film work wolverines great deserves respect. Outside feel-good family movie, ""Running Free"" also small work education on, least cursory introduction to, often under-understood creatures. film shows there obviously more fearsome ""Devil Bear"" than general reputation would suggest. Writer/Director Steve Kroschel known his personal love dedication wolverines. suspect movie sort would only possible through caring work knowledge such person.",1,2,False,strong_consensus,"{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review expresses a favorable impression of the movie as a family entertainment piece and acknowledges its educational value, despite some minor criticisms.""}","{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The reviewer explicitly states they 'really liked' the movie and praises it as 'fine family entertainment' and a 'great' work, despite a minor plot criticism.""}",,2026-04-08T02:39:12.939792,0
sample_56909081,41846,"extreme, intense psycho splatter rape horror from hong Kong. story about Ming-Ming, girl severe learning difficulties, spending her days home doctors lunatic psycho necro rapist, goes completely insane every time he sees color red. All because he some traumatic experience his childhood. Then some point Ming-Ming performing dance number red panties, things really start go wrong. film excellent made. colors spectacular cinematography superb. Ben Ng probably most intense screen villains ever, violence brain numbingly nasty. Politically correctness non existent however, thing sure, movie would never ever made western country. right up there Dr. Lamb, Bunman, whole lot. prepared, could send into therapy if not prepared, probably feel like taking shower through watching demented little gem.",1,2,False,strong_consensus,"{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""Despite the disturbing content, the review expresses strong approval of the film's craftsmanship, specifically praising its cinematography and intensity, suggesting it is well-made.""}","{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review uses strong positive language like 'excellent made,' 'spectacular cinematography superb,' and calls the film a 'demented little gem,' despite its extreme content.""}",,2026-04-08T02:39:13.497563,0
sample_9f0360dd,41847,"I'm lucky copy film ( friend taped broadcasted). probably most accessible work Makavejev because generally his films carry controversial political sexual context. However, doesn't include latter could transmit Saturday evening primetime slot!! Personally it's coolest things saw tv during '90s.It's kind essay film making rather than documentary. He travels Yugoslavia charts change society Parallels his own life. It's affectionate charming little gem lovely music. hope other people will chance see film.",1,2,False,weak_consensus_upgraded,"{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""The review expresses a favorable impression of the film, describing it as an 'affectionate charming little gem' and hopes others will see it.""}","{""sentiment"": 1, ""difficulty"": 1, ""ambiguous_flag"": false, ""reason"": ""The review uses strong positive language like 'coolest things,' 'charming little gem,' 'lovely music,' and expresses a hope for others to see the film.""}",,2026-04-08T02:39:13.631308,0
sample_8a656f01,41850,"probably worst comedies ever made.not even Leslie Nielsen able turn 'SPQR e 1/2 anni fa' into movie worth watching. You're waiting two hours first good joke, after hour want film end, because it's bad. I'm glad watched TV, could turn off whenever wanted.if watched movie theater, would've walk-out without any doubt. if find program.don't watch it, unless like tortured!",-1,1,False,strong_consensus,"{""sentiment"": -1, ""difficulty"": 1, ""ambiguous_flag"": false, ""reason"": ""The review clearly expresses strong negative sentiment towards the movie, describing it as one of the worst comedies and stating it is not worth watching.""}","{""sentiment"": -1, ""difficulty"": 1, ""ambiguous_flag"": false, ""reason"": ""The review explicitly calls the movie one of the 'worst comedies ever made' and strongly advises against watching it.""}",,2026-04-08T02:39:14.585739,0
sample_fec811f6,41848,"Definitely black sheep Lopushansky's Apocalypse trilogy more hectic comedic approach, still very worthy it's alumni. film follows man attempting get motorboat save children flooded orphanage, encountering variety colourful characters way, receiving vast array limitations equal measure. I've seen few interpretations picture jumped out as critique nature state incompetence corrupting force. see go off fight seemingly ludricous wars while people die home, celebrations desecrate art attempt highlight. cinematography, while doesn't speak like Visitor Museum's, fantastic, presence apocalypse never quite leaving consciousness duration. Probably least favourite trilogy still highly worthwhile viewing.",1,3,False,supreme_judge,"{""sentiment"": 0, ""difficulty"": 2, ""ambiguous_flag"": true, ""reason"": ""The review contains both positive and negative sentiments about the film, praising its critique and cinematography while expressing that it is the least favorite in the trilogy, leading to no clear dominant impression.""}","{""sentiment"": 1, ""difficulty"": 2, ""ambiguous_flag"": false, ""reason"": ""Despite being the reviewer's 'least favourite' of a trilogy, the movie is described as 'very worthy' and 'highly worthwhile viewing,' with 'fantastic' cinematography.""}","The review acknowledges some negatives but overall describes the film as 'highly worthwhile viewing,' indicating a positive sentiment.",2026-04-08T02:39:16.244527,0
